term; 1; 2; 3; 4; 5 ;6 ;7 ;8 ;9; 10; 11; 12; 13; 14; 15; 16; 17; 18; 19; 20; 21; 22; 23; 24; 25 ;26 ;27 ;28 ;29; 30; 31; 32; 33; 34; 35; 36; 37; 38; 39; 40
 риск ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0501740574323368;0;0;0;0.0501740574323368;0;0;0;0;0;0;0;0;0;0;0;0;0
 мысль ;0;0;0;0.09265181250813007;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 facebook ;0;0;0;0;0;0;0;0;0.0775311220075376;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 стиральный ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0311592222693294;0;0;0;0;0;0;0;0;0.029360532989672672;0;0;0;0;0;0;0;0;0;0
 конфликт ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.12418686834453076;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 smart ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.028463542542503793;0;0;0;0;0;0;0.2141349457413712;0;0.026860693243001065;0;0;0;0;0;0;0;0;0;0
 безос ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.04622646043150065;0;0;0;0;0;0;0;0;0
 слово ;0;0;0;0.09892347356833388;0;0;0;0;0;0;0;0.05031626986416368;0;0;0;0;0;0;0.029344700776605795;0.036337884428617635;0;0;0;0;0.04114891340153918;0;0;0;0.04425855476100631;0;0;0;0;0.01680765101132814;0;0;0;0;0;0
 сначала ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.12418686834453076;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 стартап ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0501740574323368;0;0;0;0.0501740574323368;0;0;0;0;0;0;0;0;0;0;0;0;0
 минский ;0;0;0;0;0;0;0;0;0;0;0;0;0.29534452978042597;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 защита ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.022267937784916064;0.03185355065738003;0;0;0;0;0
 совмещать ;0;0;0;0;0;0;0;0.09970581439596342;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 развитие ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.02506738773067796;0;0;0;0;0.03522138890491458;0;0;0;0.023711267626906167;0;0;0;0;0;0;0.040292682625790485;0;0;0.03451088473263414
 принимать ;0;0.047648327586885086;0;0;0;0;0;0;0;0;0.03380689347270078;0;0;0.03621991567080985;0;0;0;0;0;0;0.021942632407578246;0;0;0;0;0.030198634052228376;0;0;0;0.020813524442664124;0.027239118659348752;0;0;0;0;0;0;0;0;0.029632669587938906
 предназначать ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.045533645205680845;0;0;0;0;0;0;0;0;0;0;0;0
 забронировать ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0524208562744506;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 обеспечивать ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05973187655007528;0;0.03619505219908827;0;0;0;0;0;0;0;0.03323527146532114;0
 boston ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0924529208630013;0;0;0;0;0;0;0;0;0
 турнирный ;0;0;0;0;0;0;0;0;0;0;0;0;0.09844817659347531;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 качественно ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0311592222693294;0;0;0;0;0;0;0;0;0.029360532989672672;0;0;0;0;0;0;0;0;0;0
 европа ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0644273049821259;0;0
 хороший ;0;0;0.06027447037681121;0;0;0;0;0;0;0;0.035511717171306044;0;0;0.07625458536028101;0.04121773605515498;0;0;0.04633520050441661;0.05868940155321159;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.02328788751966626;0;0;0;0;0
 аналитический ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.020500679474580247;0.029081216530739473;0.04182619471005614;0;0;0;0
 аналог ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.06351827533028503;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 пояснять ;0;0;0;0.09265181250813007;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 искусственный ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07965278201536147;0;0;0;0.023791010175102677;0.03760604145963579;0;0;0;0.1003481148646736;0;0;0;0;0;0;0;0;0;0
 англия ;0;0;0;0;0;0;0;0;0;0;0.051506008516948566;0;0;0;0;0;0;0;0.04131393867102701;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 статья ;0;0;0;0;0;0;0;0;0.058202311023133266;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.08136078661229149;0;0;0;0;0;0;0.03240840075170976;0;0;0;0;0;0;0
 аппаратный ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.042189861864875694;0
 причем ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.03175913766514252;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 советский ;0;0;0;0;0;0;0;0;0;0.08375829301944089;0;0.0790044432301574;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 выявлять ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.12300407684748149;0.058162433061478946;0.04182619471005614;0;0;0;0
 a ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2577092199285036;0;0
 инновация ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.045174377938993586;0;0;0.04068039330614574;0.045174377938993586;0;0;0;0;0;0;0;0;0;0;0;0;0
 радостный ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0727610497861393;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 понадобиться ;0;0;0;0;0;0;0;0;0;0;0;0;0;0.06592288596783955;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 fi ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0311592222693294;0;0;0;0;0;0;0;0;0.029360532989672672;0;0;0;0;0;0;0;0;0;0
 понятный ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.06209343417226538;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 сульшер ;0;0;0;0;0;0;0;0;0;0;0.10301201703389713;0.0790044432301574;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 награда ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0479364552273184;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 electronics ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0623184445386588;0;0;0;0;0;0;0;0;0.058721065979345344;0;0;0;0;0;0;0;0;0;0
 trolling ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.02528908582116984;0;0;0;0;0;0
 победа ;0.1401070866410295;0.05075550626337534;0;0.04946173678416694;0;0;0;0;0;0;0.035511717171306044;0;0;0;0.16487094422061993;0;0;0.04633520050441661;0;0.036337884428617635;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 нхл ;0.049791145843349385;0;0;0;0;0;0;0;0;0;0;0;0;0.08065839568377502;0.04371652730612631;0.05930109346871779;0.05150735794895858;0.049381672029573435;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 оперативный ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.03568915762356187;0;0;0;0;0;0.020500679474580247;0;0;0;0;0.03323527146532114;0
 подход ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.09527741299542755;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 прошлогодний ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0644273049821259;0;0
 градус ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.04106939802341007;0;0;0;0;0;0;0
 хоккейный ;0.09958229168669877;0;0;0;0;0;0;0;0;0;0;0;0.055365468248122704;0.04032919784188751;0.08743305461225262;0.11860218693743559;0;0.049381672029573435;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 уэйн ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.08479211724493174;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 техника ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05692708508500759;0;0;0;0;0;0;0;0;0.05372138648600213;0;0.10904201323574486;0;0;0;0;0;0;0;0
 смешно ;0;0;0;0;0;0;0;0;0.0775311220075376;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 месся ;0;0;0;0;0;0;0;0;0;0;0;0.0790044432301574;0;0;0;0;0;0;0.20656969335513506;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 кибербуллинг ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.04453587556983213;0.06370710131476005;0;0;0;0;0
 линия ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.04622646043150065;0;0;0;0;0;0;0;0;0
 братислава ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.08952151237132852;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 номер ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0524208562744506;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 корпорация ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.022267937784916064;0.03185355065738003;0;0;0;0;0
 нужно ;0;0;0;0;0;0;0;0;0;0;0.051506008516948566;0;0;0;0;0;0;0;0;0.05291912224565987;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 полагать ;0;0;0;0;0;0;0;0;0;0;0.06035556603907246;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 екатерина ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0501740574323368;0;0;0;0.0501740574323368;0;0;0;0;0;0;0;0;0;0;0;0;0
 антиконкурентный ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.09527741299542755;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 предусматривать ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.03659288715027102;0;0;0;0;0
 adreno ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.08437972372975139;0
 бой ;0;0;0;0;0;0.3602323014819791;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 новинка ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.028463542542503793;0;0;0;0;0;0;0;0;0.026860693243001065;0;0;0;0;0.029081216530739473;0;0;0;0;0
 автор ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.09002689773408638;0;0;0;0.029360532989672672;0;0;0;0;0;0;0;0;0;0
 приходиться ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.06209343417226538;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 мешать ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07609901693784238;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 инициатива ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0524208562744506;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 контролировать ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.028463542542503793;0;0;0;0;0;0;0.03568915762356187;0;0.026860693243001065;0;0;0;0;0;0;0;0;0;0
 тутберидзе ;0;0;0;0;0;0;0;0;0.1550622440150752;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 вернуться ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0727610497861393;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 речь ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.03175913766514252;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 корпус ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.03989734650745002;0;0;0;0.03185355065738003;0;0;0;0;0
 действующий ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.08479211724493174;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 звук ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0311592222693294;0;0;0;0;0;0;0;0;0.029360532989672672;0;0;0;0;0;0;0;0;0;0
 acer ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.051215403400888544
 почерпать ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.042189861864875694;0
 обычно ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.02528908582116984;0;0;0;0;0;0
 заметный ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.02528908582116984;0;0;0;0;0;0
 сделать ;0;0.05434248080105999;0;0;0;0;0.05434248080105999;0;0;0.05643135335183475;0.11243937508922208;0;0;0.04032919784188751;0;0;0;0;0;0;0;0.0453256538340191;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 телевизор ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0934776668079882;0;0;0;0;0;0;0;0;0.088081598969018;0;0;0;0;0;0;0;0;0;0
 сеть ;0.046702362213676504;0;0;0;0;0;0;0;0;0.05259700125982704;0;0;0;0;0;0;0;0;0;0;0.02283039774371832;0;0;0.10519400251965408;0;0;0;0;0;0.021636794006520514;0;0.08187773720604602;0;0;0;0;0;0;0.0263290995933638;0
 mac ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.054018213946372726;0;0;0;0
 алгоритм ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.026550927338453822;0;0;0;0;0.03760604145963579;0;0;0;0.0250870287161684;0;0;0;0.01924678974866229;0;0;0;0;0;0
 оформление ;0;0;0;0;0.12838851006616095;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 попытка ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.06209343417226538;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 снижать ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.033111284957233644;0;0;0;0;0;0;0;0;0.08638587146576768;0.04519653575135666;0;0.03682691419225545
 цельсий ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.04106939802341007;0;0;0;0;0;0;0
 исходящий ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0501740574323368;0;0;0;0.0501740574323368;0;0;0;0;0;0;0;0;0;0;0;0;0
 связанный ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05291912224565987;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.044021158796572
 gps ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.045533645205680845;0;0;0;0;0;0;0;0;0;0;0;0
 вегас ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.06121095375090186;0;0;0
 рассылка ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.04622646043150065;0;0;0;0;0;0;0;0;0
 попробовать ;0;0;0;0;0;0;0;0;0;0;0;0;0;0.06592288596783955;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 saab ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.04106939802341007;0;0;0;0;0;0;0
 напряженность ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.022267937784916064;0.03185355065738003;0;0;0;0;0
 относительный ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.02528908582116984;0;0;0;0;0;0
 грузовик ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.04622646043150065;0;0;0;0;0;0;0;0;0
 связывать ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0524208562744506;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 камера ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.03989734650745002;0;0.07120983429818625;0;0;0;0;0;0;0
 kryo ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.08437972372975139;0
 боец ;0;0;0;0;0;0.12007743382732637;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 стерлинг ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0644273049821259;0;0
 ограничивать ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.06351827533028503;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 зарабатывать ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.04622646043150065;0;0;0;0;0;0;0;0;0
 виртуальный ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.022267937784916064;0.03185355065738003;0;0;0;0;0
 видеопоток ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.08213879604682015;0;0;0;0;0;0;0
 бельт ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.08213879604682015;0;0;0;0;0;0;0
 преступник ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0524208562744506;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 поимка ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0524208562744506;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 доллар ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.09265181250813007;0;0.27405960183370637;0;0
 прибыль ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.045533645205680845;0;0;0;0;0;0;0;0;0;0;0;0
 качественный ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.045533645205680845;0;0;0;0;0;0;0;0;0;0;0;0
 dronedj ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.04106939802341007;0;0;0;0;0;0;0
 внутренний ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.04622646043150065;0;0;0;0;0;0;0;0;0
 тип ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05057817164233968;0;0;0;0;0;0
 ласа ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.06121095375090186;0;0;0
 адий ;0;0;0.2481559826653317;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 встраивать ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.061020589959218614;0;0;0;0;0;0;0.10962043305225419;0
 опасаться ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0524208562744506;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 слежка ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0524208562744506;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 сторонник ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.03175913766514252;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 евро ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0644273049821259;0;0
 детальный ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.03175913766514252;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 умозаключение ;0;0;0;0;0;0;0;0;0.0775311220075376;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 ultrafine ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.27009106973186364;0;0;0;0
 яромир ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.08479211724493174;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 крупный ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.08213879604682015;0;0;0;0;0;0;0
 однако ;0;0;0;0;0;0;0;0;0;0;0;0.06971932417109143;0;0;0;0;0;0;0;0;0;0;0;0;0.02544454602880325;0.04068039330614574;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 qualcomm ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.16875944745950278;0
 практически ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.042189861864875694;0
 вырабатывать ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.09527741299542755;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 россия ;0;0;0;0;0;0.051166020752493484;0.044907601757170366;0.13793481599590826;0.03887350003872892;0;0;0;0;0;0;0;0.04290496823247098;0;0;0.0330115534250882;0;0;0;0;0.019129954392463983;0;0;0;0;0;0.026163643966675892;0;0;0.01571227312799065;0;0;0;0;0;0
 язык ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.08920604631251318;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.022267937784916064;0;0;0;0;0;0
 соперничать ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0479364552273184;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 уметь ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0524208562744506;0;0;0;0;0;0;0;0;0;0;0;0;0;0
